Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Matches
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,26,1989,38,38,3419,38.0,4,2,6,4,0,0,3,0,0.11,0.05,0.16,0.11,0.16,Matches
54,Alexis Alegue,fr FRA,"FW,MF",Nantes,fr Ligue 1,18,1996,3,1,97,1.1,1,0,1,1,0,0,0,0,0.93,0.00,0.93,0.93,0.93,Matches
55,Nauzet Alemán,es ESP,MF,Las Palmas,es La Liga,30,1985,10,2,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
56,Diego Alende,es ESP,DF,Celta Vigo,es La Liga,17,1997,1,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
57,Romain Alessandrini,fr FRA,"FW,MF",Marseille,fr Ligue 1,26,1989,22,16,1246,13.8,5,4,9,5,0,0,1,2,0.36,0.29,0.65,0.36,0.65,Matches
58,Alex,br BRA,DF,Milan,it Serie A,33,1982,25,24,2091,23.2,3,1,4,3,0,0,5,0,0.13,0.04,0.17,0.13,0.17,Matches
59,Alexis,es ESP,DF,Getafe,es La Liga,29,1985,15,15,1350,15.0,1,0,1,1,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches
60,Chaker Alhadhur,km COM,"DF,MF",Caen,fr Ligue 1,23,1991,10,8,787,8.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Allan,br BRA,"DF,MF",Napoli,it Serie A,24,1991,35,32,2818,31.3,3,5,8,3,0,0,5,0,0.10,0.16,0.26,0.10,0.26,Matches
62,Joe Allen,wls WAL,MF,Liverpool,eng Premier League,25,1990,19,8,735,8.2,2,1,3,2,0,0,0,0,0.24,0.12,0.37,0.24,0.37,Matches
63,Dele Alli,eng ENG,"FW,MF",Tottenham,eng Premier League,19,1996,33,28,2470,27.4,10,9,19,10,0,0,7,0,0.36,0.33,0.69,0.36,0.69,Matches
64,Ryan Allsop,eng ENG,GK,Bournemouth,eng Premier League,23,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
65,Hugo Almeida,pt POR,FW,Hannover 96,de Bundesliga,31,1984,7,5,530,5.9,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches
66,Marcos Alonso,es ESP,"DF,MF",Fiorentina,it Serie A,24,1990,31,26,2347,26.1,3,4,7,3,0,0,8,0,0.12,0.15,0.27,0.12,0.27,Matches
67,Xabi Alonso,es ESP,MF,Bayern Munich,de Bundesliga,33,1981,26,23,1945,21.6,0,2,2,0,0,0,7,1,0.00,0.09,0.09,0.00,0.09,Matches
68,Batuhan Altıntaş,tr TUR,FW,Hamburger SV,de Bundesliga,19,1996,1,0,27,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
69,Halil Altıntop,tr TUR,"FW,MF",Augsburg,de Bundesliga,32,1982,19,15,1200,13.3,1,2,3,1,0,0,1,0,0.07,0.15,0.23,0.07,0.23,Matches
70,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,27,1988,13,9,806,9.0,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
71,Sergio Álvarez,es ESP,"DF,MF",Sporting Gijón,es La Liga,23,1992,27,26,2185,24.3,2,2,4,2,0,0,9,1,0.08,0.08,0.16,0.08,0.16,Matches
72,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,28,1986,31,30,2726,30.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
73,Víctor Álvarez,es ESP,"DF,MF",Espanyol,es La Liga,22,1993,27,25,1959,21.8,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches
74,Dani Alves,br BRA,"DF,MF",Barcelona,es La Liga,32,1983,29,24,2145,23.8,0,3,3,0,0,0,6,0,0.00,0.13,0.13,0.00,0.13,Matches
75,Diego Alves,br BRA,GK,Valencia,es La Liga,30,1985,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
76,Ibrahim Amadou,fr FRA,"DF,MF",Lille,fr Ligue 1,22,1993,22,18,1668,18.5,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches
77,Morgan Amalfitano,fr FRA,MF,Lille,fr Ligue 1,30,1985,15,10,957,10.6,2,0,2,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches
78,Daniel Amartey,gh GHA,"DF,MF",Leicester City,eng Premier League,20,1994,5,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Jordi Amat,id IDN,DF,Swansea City,eng Premier League,23,1992,8,5,463,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Amauri,it ITA,FW,Torino,it Serie A,35,1980,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
81,Jordan Amavi,fr FRA,DF,Aston Villa,eng Premier League,21,1994,10,9,837,9.3,0,2,2,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
82,Antonio Amaya,es ESP,DF,Rayo Vallecano,es La Liga,32,1983,17,10,1033,11.5,1,1,2,1,0,0,6,1,0.09,0.09,0.17,0.09,0.17,Matches
83,Jean Ambrose,ht HAI,DF,Bordeaux,fr Ligue 1,21,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,18,1996,25,16,1460,16.2,4,4,8,4,0,0,4,0,0.25,0.25,0.49,0.25,0.49,Matches
85,Nordin Amrabat,ma MAR,"FW,MF",Watford,eng Premier League,28,1987,12,4,506,5.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
86,Nordin Amrabat,ma MAR,"FW,MF",Málaga,es La Liga,28,1987,13,13,1003,11.1,0,1,1,0,0,1,5,1,0.00,0.09,0.09,0.00,0.09,Matches
87,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,22,1993,35,21,2071,23.0,7,4,11,7,0,0,2,0,0.30,0.17,0.48,0.30,0.48,Matches
88,Benjamin André,fr FRA,"DF,MF",Rennes,fr Ligue 1,24,1990,32,30,2632,29.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Leon Andreasen,dk DEN,"DF,MF",Hannover 96,de Bundesliga,32,1983,15,13,1080,12.0,2,1,3,2,0,0,4,0,0.17,0.08,0.25,0.17,0.25,Matches
90,Ionuț Andrei Radu,ro ROU,GK,Inter,it Serie A,,,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Marco Andreolli,it ITA,DF,Sevilla,es La Liga,29,1986,7,7,553,6.1,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches
92,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,26,1989,31,31,2722,30.2,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches
93,José Ángel Crespo,es ESP,DF,Aston Villa,eng Premier League,28,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
94,José Ángel Crespo,es ESP,DF,Rayo Vallecano,es La Liga,28,1987,9,9,715,7.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Miguel Ángel Guerrero,es ESP,"FW,MF",Sporting Gijón,es La Liga,25,1990,23,13,1087,12.1,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,Matches
96,Miguel Ángel,es ESP,DF,Getafe,es La Liga,19,1996,3,2,200,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
97,Marcos Angeleri,ar ARG,DF,Málaga,es La Liga,32,1983,13,13,1111,12.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Benjamin Angoua,ci CIV,DF,Guingamp,fr Ligue 1,28,1986,18,13,1242,13.8,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
99,Gaël Angoula,fr FRA,"DF,MF",Angers,fr Ligue 1,33,1982,13,10,1013,11.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Victor Anichebe,ng NGA,FW,West Brom,eng Premier League,27,1988,10,3,369,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
101,Vurnon Anita,cw CUW,"DF,MF",Newcastle Utd,eng Premier League,26,1989,28,24,2101,23.3,1,3,4,1,0,0,6,0,0.04,0.13,0.17,0.04,0.17,Matches
102,Cristian Ansaldi,ar ARG,"DF,MF",Genoa,it Serie A,28,1986,24,23,2010,22.3,0,4,4,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches
103,Ion Ansotegi,es ESP,DF,Eibar,es La Liga,33,1982,8,6,542,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Luca Antei,it ITA,DF,Sassuolo,it Serie A,23,1992,5,4,341,3.8,0,1,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches
105,Waldemar Anton,de GER,"DF,MF",Hannover 96,de Bundesliga,19,1996,8,6,583,6.5,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches
106,Luca Antonelli,it ITA,"DF,MF",Milan,it Serie A,28,1987,28,25,2338,26.0,3,1,4,3,0,0,2,0,0.12,0.04,0.15,0.12,0.15,Matches
107,Michail Antonio,jm JAM,"FW,MF",West Ham,eng Premier League,25,1990,26,23,2057,22.9,8,3,11,8,0,0,3,0,0.35,0.13,0.48,0.35,0.48,Matches
108,José Antonio Reyes,es ESP,MF,Sevilla,es La Liga,31,1983,24,14,1182,13.1,1,1,2,1,0,0,6,0,0.08,0.08,0.15,0.08,0.15,Matches
109,Ikechi Anya,sct SCO,"FW,MF",Watford,eng Premier League,27,1988,28,17,1686,18.7,0,1,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches
110,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,29,1986,23,21,1908,21.2,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches
111,Dennis Aogo,de GER,"DF,MF",Schalke 04,de Bundesliga,28,1987,23,20,1852,20.6,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
112,Dennis Appiah,fr FRA,"DF,MF",Caen,fr Ligue 1,23,1992,38,38,3420,38.0,1,1,2,1,0,0,2,0,0.03,0.03,0.05,0.03,0.05,Matches
113,Youssef El-Arabi,ma MAR,FW,Granada,es La Liga,28,1987,35,27,2513,27.9,16,1,17,9,7,7,3,0,0.57,0.04,0.61,0.32,0.36,Matches
114,Mauro Arambarri,uy URU,MF,Bordeaux,fr Ligue 1,19,1995,5,2,154,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,26,1989,7,5,470,5.2,2,1,3,2,0,0,1,0,0.38,0.19,0.57,0.38,0.57,Matches
116,Alexis Araujo,pt POR,MF,Lille,fr Ligue 1,18,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Sergio Araujo,ar ARG,"FW,MF",Las Palmas,es La Liga,23,1992,30,20,1819,20.2,5,2,7,5,0,0,4,0,0.25,0.10,0.35,0.25,0.35,Matches
118,Álvaro Arbeloa,es ESP,DF,Real Madrid,es La Liga,32,1983,6,2,262,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Anaitz Arbilla,es ESP,DF,Espanyol,es La Liga,28,1987,7,7,630,7.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Alphonse Areola,fr FRA,GK,Villarreal,es La Liga,22,1993,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Lorenzo Ariaudo,it ITA,DF,Empoli,it Serie A,26,1989,5,5,421,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Lorenzo Ariaudo,it ITA,DF,Sassuolo,it Serie A,26,1989,4,2,237,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Fynn Arkenberg,de GER,DF,Hannover 96,de Bundesliga,19,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Giedrius Arlauskis,lt LTU,GK,Watford,eng Premier League,27,1987,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Giedrius Arlauskis,lt LTU,GK,Espanyol,es La Liga,27,1987,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
126,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,34,1980,34,33,2991,33.2,1,1,2,1,0,1,5,0,0.03,0.03,0.06,0.03,0.06,Matches
127,Pablo Armero,co COL,"DF,MF",Udinese,it Serie A,28,1986,5,5,417,4.6,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches
128,Marko Arnautović,at AUT,"FW,MF",Stoke City,eng Premier League,26,1989,34,33,2807,31.2,11,6,17,8,3,3,2,0,0.35,0.19,0.55,0.26,0.45,Matches
129,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,21,1994,31,22,2039,22.7,3,2,5,3,0,0,4,0,0.13,0.09,0.22,0.13,0.22,Matches
130,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,26,1989,31,31,2734,30.4,2,0,2,2,0,0,11,1,0.07,0.00,0.07,0.07,0.07,Matches
131,Mikel Arruabarrena,es ESP,FW,Eibar,es La Liga,32,1983,6,0,62,0.7,1,0,1,1,0,0,0,0,1.45,0.00,1.45,1.45,1.45,Matches
132,Ahmet Arslan,de GER,MF,Hamburger SV,de Bundesliga,21,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,25,1989,21,21,1661,18.5,1,0,1,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,Matches
134,Mikel Arteta,es ESP,MF,Arsenal,eng Premier League,33,1982,9,0,169,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,29,1986,31,30,2641,29.3,0,1,1,0,0,0,13,2,0.00,0.03,0.03,0.00,0.03,Matches
136,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,26,1988,11,6,569,6.3,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches
137,Carlos Ascues,pe PER,"DF,MF",Wolfsburg,de Bundesliga,23,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,26,1989,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
139,Marco Asensio,es ESP,"FW,MF",Espanyol,es La Liga,19,1996,34,33,2825,31.4,4,8,12,4,0,0,3,0,0.13,0.25,0.38,0.13,0.38,Matches
140,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,27,1987,35,31,2654,29.5,13,3,16,12,1,1,8,0,0.44,0.10,0.54,0.41,0.51,Matches
141,Benoît Assou-Ekotto,cm CMR,DF,Saint-Étienne,fr Ligue 1,31,1984,20,19,1704,18.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Davide Astori,it ITA,DF,Fiorentina,it Serie A,28,1987,33,32,2901,32.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Christian Atsu,gh GHA,"FW,MF",Málaga,es La Liga,23,1992,12,3,392,4.4,2,0,2,2,0,0,0,0,0.46,0.00,0.46,0.46,0.46,Matches
144,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Dortmund,de Bundesliga,26,1989,31,28,2467,27.4,25,5,30,22,3,4,4,0,0.91,0.18,1.09,0.80,0.99,Matches
145,Johan Audel,mq MTQ,"FW,MF",Nantes,fr Ligue 1,31,1983,29,11,1278,14.2,2,3,5,2,0,0,4,0,0.14,0.21,0.35,0.14,0.35,Matches
146,Jean-Kévin Augustin,fr FRA,FW,Paris S-G,fr Ligue 1,18,1997,13,4,423,4.7,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
147,Olivier Auriac,fr FRA,MF,Angers,fr Ligue 1,31,1983,16,3,405,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Serge Aurier,ci CIV,"DF,MF",Paris S-G,fr Ligue 1,22,1992,21,21,1886,21.0,2,2,4,2,0,0,8,0,0.10,0.10,0.19,0.10,0.19,Matches
149,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,26,1989,7,2,211,2.3,1,0,1,1,0,0,0,0,0.43,0.00,0.43,0.43,0.43,Matches
150,Danilo Avelar,br BRA,"DF,MF",Torino,it Serie A,26,1989,6,4,344,3.8,0,2,2,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,Matches
151,Thomas Ayasse,fr FRA,MF,Troyes,fr Ligue 1,28,1987,14,12,1014,11.3,1,0,1,1,0,0,4,1,0.09,0.00,0.09,0.09,0.09,Matches
152,André Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,25,1989,34,34,2925,32.5,12,2,14,12,0,0,5,0,0.37,0.06,0.43,0.37,0.43,Matches
153,Jordan Ayew,gh GHA,"FW,MF",Aston Villa,eng Premier League,23,1991,30,27,2349,26.1,7,0,7,6,1,1,6,1,0.27,0.00,0.27,0.23,0.23,Matches
154,Kaan Ayhan,tr TUR,"DF,MF",Schalke 04,de Bundesliga,20,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Kaan Ayhan,tr TUR,"DF,MF",Eint Frankfurt,de Bundesliga,20,1994,2,1,79,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
156,Floyd Ayité,tg TOG,"FW,MF",Bastia,fr Ligue 1,26,1988,32,30,2626,29.2,8,3,11,7,1,1,2,1,0.27,0.10,0.38,0.24,0.34,Matches
157,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,25,1990,14,9,756,8.4,2,1,3,2,0,0,2,0,0.24,0.12,0.36,0.24,0.36,Matches
158,César Azpilicueta,es ESP,"DF,MF",Chelsea,eng Premier League,25,1989,37,36,3199,35.5,2,3,5,2,0,0,7,0,0.06,0.08,0.14,0.06,0.14,Matches
159,Ismail Azzaoui,be BEL,"FW,MF",Wolfsburg,de Bundesliga,17,1998,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
160,Ludovic Baal,gf GUF,"DF,MF",Rennes,fr Ligue 1,29,1986,22,18,1520,16.9,0,3,3,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches
161,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,22,1993,18,11,802,8.9,5,1,6,4,1,1,2,0,0.56,0.11,0.67,0.45,0.56,Matches
162,Jean-Sylvain Babin,mq MTQ,DF,Granada,es La Liga,28,1986,25,25,2235,24.8,3,0,3,3,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches
163,Maxime Baca,fr FRA,DF,Guingamp,fr Ligue 1,32,1983,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
164,Carlos Bacca,co COL,FW,Milan,it Serie A,28,1986,38,36,3156,35.1,18,2,20,16,2,2,2,0,0.51,0.06,0.57,0.46,0.51,Matches
165,Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,eng Premier League,23,1991,31,27,2417,26.9,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches
166,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,26,1989,27,25,2129,23.7,1,1,2,1,0,0,9,1,0.04,0.04,0.08,0.04,0.08,Matches
167,Holger Badstuber,de GER,DF,Bayern Munich,de Bundesliga,26,1989,7,5,471,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
168,Raúl Baena,es ESP,MF,Rayo Vallecano,es La Liga,26,1989,24,22,1836,20.4,1,1,2,1,0,0,12,1,0.05,0.05,0.10,0.05,0.10,Matches
169,Jean-Christophe Bahebeck,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,22,1993,16,11,837,9.3,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
170,Farès Bahlouli,fr FRA,MF,Monaco,fr Ligue 1,20,1995,8,2,180,2.0,1,0,1,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matches
171,Nabil Bahoui,se SWE,"FW,MF",Hamburger SV,de Bundesliga,24,1991,6,2,212,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Mike-Steven Bähre,de GER,MF,Hannover 96,de Bundesliga,19,1995,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,31,1984,28,28,2324,25.8,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
174,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,21,1994,25,25,2019,22.4,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,Matches
175,Leighton Baines,eng ENG,DF,Everton,eng Premier League,30,1984,18,16,1479,16.4,2,1,3,1,1,1,0,0,0.12,0.06,0.18,0.06,0.12,Matches
176,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,24,1991,34,21,1859,20.7,12,3,15,12,0,0,4,0,0.58,0.15,0.73,0.58,0.73,Matches
177,Djamel Bakar,km COM,"FW,MF",Montpellier,fr Ligue 1,26,1989,6,2,203,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,20,1994,19,14,1364,15.2,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches
179,Zakaria Bakkali,be BEL,"FW,MF",Valencia,es La Liga,19,1996,16,4,566,6.3,1,3,4,1,0,0,1,0,0.16,0.48,0.64,0.16,0.64,Matches
180,Keita Baldé,sn SEN,"FW,MF",Lazio,it Serie A,20,1995,31,15,1777,19.7,4,2,6,4,0,0,5,0,0.20,0.10,0.30,0.20,0.30,Matches
181,Gareth Bale,wls WAL,"FW,MF",Real Madrid,es La Liga,26,1989,23,21,1733,19.3,19,10,29,19,0,0,3,0,0.99,0.52,1.51,0.99,1.51,Matches
182,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,27,1988,34,33,2905,32.3,0,3,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches
183,Florent Balmont,fr FRA,MF,Lille,fr Ligue 1,35,1980,28,25,1922,21.4,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
184,Norbert Balogh,hu HUN,FW,Palermo,it Serie A,19,1996,4,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
185,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,27,1988,21,17,1513,16.8,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
186,Mario Balotelli,it ITA,FW,Milan,it Serie A,24,1990,20,8,837,9.3,1,1,2,1,0,1,6,0,0.11,0.11,0.22,0.11,0.22,Matches
187,Jonathan Bamba,ci CIV,"FW,MF",Saint-Étienne,fr Ligue 1,19,1996,5,4,293,3.3,1,0,1,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches
188,Patrick Bamford,eng ENG,"FW,MF",Norwich City,eng Premier League,21,1993,7,2,238,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
189,Patrick Bamford,eng ENG,"FW,MF",Crystal Palace,eng Premier League,21,1993,6,0,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
190,Yacine Bammou,ma MAR,"FW,MF",Nantes,fr Ligue 1,23,1991,32,17,1520,16.9,4,2,6,4,0,0,6,1,0.24,0.12,0.36,0.24,0.36,Matches
191,Éver Banega,ar ARG,MF,Sevilla,es La Liga,27,1988,25,20,1718,19.1,5,2,7,4,1,1,8,1,0.26,0.10,0.37,0.21,0.31,Matches
192,Lass Bangoura,gn GUI,"FW,MF",Rayo Vallecano,es La Liga,23,1992,16,7,805,8.9,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
193,Lass Bangoura,gn GUI,"FW,MF",Reims,fr Ligue 1,23,1992,10,3,420,4.7,1,1,2,1,0,0,1,0,0.21,0.21,0.43,0.21,0.43,Matches
194,Léo Baptistão,br BRA,"FW,MF",Villarreal,es La Liga,22,1992,26,12,1266,14.1,3,1,4,3,0,0,1,0,0.21,0.07,0.28,0.21,0.28,Matches
195,Federico Barba,it ITA,DF,Empoli,it Serie A,21,1993,10,10,889,9.9,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
