Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
101,Luca Antonelli,it ITA,"DF,MF",Milan,it Serie A,29,1987,3.4,,,,,,,,,,,,,,,,,Matches
102,Michail Antonio,jm JAM,"FW,MF",West Ham,eng Premier League,26,1990,27.0,,,,,,,,,,,,,,,,,Matches
103,José Antonio Reyes,es ESP,MF,Espanyol,es La Liga,32,1983,9.7,,,,,,,,,,,,,,,,,Matches
104,Ikechi Anya,sct SCO,"FW,MF",Watford,eng Premier League,28,1988,0.1,,,,,,,,,,,,,,,,,Matches
105,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,30,1986,20.4,,,,,,,,,,,,,,,,,Matches
106,Dennis Aogo,de GER,"DF,MF",Schalke 04,de Bundesliga,29,1987,3.2,,,,,,,,,,,,,,,,,Matches
107,Houssem Aouar,dz ALG,"FW,MF",Lyon,fr Ligue 1,18,1998,1.4,,,,,,,,,,,,,,,,,Matches
108,Carlos Apna Embaló,gw GNB,"FW,MF",Palermo,it Serie A,21,1994,6.9,,,,,,,,,,,,,,,,,Matches
109,Alberto Aquilani,it ITA,MF,Pescara,it Serie A,32,1984,6.1,,,,,,,,,,,,,,,,,Matches
110,Alberto Aquilani,it ITA,MF,Sassuolo,it Serie A,32,1984,13.7,,,,,,,,,,,,,,,,,Matches
111,Mauro Arambarri,uy URU,MF,Bordeaux,fr Ligue 1,20,1995,0.4,,,,,,,,,,,,,,,,,Matches
112,Mattia Aramu,it ITA,"FW,MF",Torino,it Serie A,21,1995,0.5,,,,,,,,,,,,,,,,,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,27,1989,20.2,,,,,,,,,,,,,,,,,Matches
114,Sergio Araujo,ar ARG,"FW,MF",Las Palmas,es La Liga,24,1992,5.9,,,,,,,,,,,,,,,,,Matches
115,Álvaro Arbeloa,es ESP,DF,West Ham,eng Premier League,33,1983,2.9,,,,,,,,,,,,,,,,,Matches
116,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,29,1987,17.5,,,,,,,,,,,,,,,,,Matches
117,Markel Areitio,es ESP,GK,Eibar,es La Liga,19,1996,0.5,,,,,,,,,,,,,,,,,Matches
118,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,23,1993,14.4,,,,,,,,,,,,,,,,,Matches
119,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,27,1988,23.4,,,,,,,,,,,,,,,,,Matches
120,Fernando Aristeguieta,ve VEN,FW,Nantes,fr Ligue 1,24,1992,0.6,,,,,,,,,,,,,,,,,Matches
121,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,35,1980,0.7,,,,,,,,,,,,,,,,,Matches
122,Pablo Armero,co COL,"DF,MF",Udinese,it Serie A,29,1986,2.0,,,,,,,,,,,,,,,,,Matches
123,Marko Arnautović,at AUT,"FW,MF",Stoke City,eng Premier League,27,1989,30.2,,,,,,,,,,,,,,,,,Matches
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,22,1994,26.9,,,,,,,,,,,,,,,,,Matches
125,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,27,1989,21.2,,,,,,,,,,,,,,,,,Matches
126,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,21,1994,22.4,,,,,,,,,,,,,,,,,Matches
127,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,26,1989,32.9,,,,,,,,,,,,,,,,,Matches
128,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,30,1986,9.3,,,,,,,,,,,,,,,,,Matches
129,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,27,1988,16.4,,,,,,,,,,,,,,,,,Matches
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,27,1989,23.4,,,,,,,,,,,,,,,,,Matches
131,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,20,1996,12.0,,,,,,,,,,,,,,,,,Matches
132,Joel Asoro,se SWE,"FW,MF",Sunderland,eng Premier League,17,1999,0.1,,,,,,,,,,,,,,,,,Matches
133,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,28,1987,25.7,,,,,,,,,,,,,,,,,Matches
134,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,32,1984,16.4,,,,,,,,,,,,,,,,,Matches
135,Davide Astori,it ITA,DF,Fiorentina,it Serie A,29,1987,33.0,,,,,,,,,,,,,,,,,Matches
136,Barış Atik,de GER,"FW,MF",Hoffenheim,de Bundesliga,21,1995,0.8,,,,,,,,,,,,,,,,,Matches
137,Omer Atzili,il ISR,"FW,MF",Granada,es La Liga,23,1993,3.5,,,,,,,,,,,,,,,,,Matches
138,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Dortmund,de Bundesliga,27,1989,30.9,,,,,,,,,,,,,,,,,Matches
139,Emil Audero,id IDN,GK,Juventus,it Serie A,19,1997,1.0,,,,,,,,,,,,,,,,,Matches
140,Jean-Kévin Augustin,fr FRA,FW,Paris S-G,fr Ligue 1,19,1997,2.2,,,,,,,,,,,,,,,,,Matches
141,Serge Aurier,ci CIV,"DF,MF",Paris S-G,fr Ligue 1,23,1992,20.3,,,,,,,,,,,,,,,,,Matches
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,27,1989,10.4,,,,,,,,,,,,,,,,,Matches
143,Donis Avdijaj,xk KVX,"FW,MF",Schalke 04,de Bundesliga,19,1996,3.3,,,,,,,,,,,,,,,,,Matches
144,Danilo Avelar,br BRA,"DF,MF",Torino,it Serie A,27,1989,2.9,,,,,,,,,,,,,,,,,Matches
145,Daniel Ayala,es ESP,DF,Middlesbrough,eng Premier League,25,1990,10.2,,,,,,,,,,,,,,,,,Matches
146,André Ayew,gh GHA,"FW,MF",West Ham,eng Premier League,26,1989,16.0,,,,,,,,,,,,,,,,,Matches
147,Jordan Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,24,1991,9.6,,,,,,,,,,,,,,,,,Matches
148,César Azpilicueta,es ESP,"DF,MF",Chelsea,eng Premier League,26,1989,38.0,,,,,,,,,,,,,,,,,Matches
149,Florian Baak,de GER,DF,Hertha BSC,de Bundesliga,17,1999,0.2,,,,,,,,,,,,,,,,,Matches
150,Ludovic Baal,gf GUF,"DF,MF",Rennes,fr Ligue 1,30,1986,32.0,,,,,,,,,,,,,,,,,Matches
151,Mame Baba Thiam,sn SEN,"FW,MF",Empoli,it Serie A,23,1992,9.7,,,,,,,,,,,,,,,,,Matches
152,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,23,1993,14.7,,,,,,,,,,,,,,,,,Matches
153,Ryan Babel,nl NED,"FW,MF",La Coruña,es La Liga,29,1986,6.2,,,,,,,,,,,,,,,,,Matches
154,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,es La Liga,29,1986,19.0,,,,,,,,,,,,,,,,,Matches
155,Carlos Bacca,co COL,FW,Milan,it Serie A,29,1986,23.5,,,,,,,,,,,,,,,,,Matches
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,27,1989,27.9,,,,,,,,,,,,,,,,,Matches
157,Loic Badiashile,fr FRA,GK,Monaco,fr Ligue 1,18,1998,0.5,,,,,,,,,,,,,,,,,Matches
158,Tobias Badila,cg CGO,DF,Nancy,fr Ligue 1,23,1993,25.0,,,,,,,,,,,,,,,,,Matches
159,Holger Badstuber,de GER,DF,Schalke 04,de Bundesliga,27,1989,9.6,,,,,,,,,,,,,,,,,Matches
160,Holger Badstuber,de GER,DF,Bayern Munich,de Bundesliga,27,1989,0.3,,,,,,,,,,,,,,,,,Matches
161,Dylan Bahamboula,cg CGO,"FW,MF",Dijon,fr Ligue 1,21,1995,5.8,,,,,,,,,,,,,,,,,Matches
162,Jean-Christophe Bahebeck,fr FRA,"FW,MF",Pescara,it Serie A,23,1993,9.1,,,,,,,,,,,,,,,,,Matches
163,Farès Bahlouli,fr FRA,MF,Lille,fr Ligue 1,21,1995,1.1,,,,,,,,,,,,,,,,,Matches
164,Nabil Bahoui,se SWE,"FW,MF",Hamburger SV,de Bundesliga,25,1991,0.7,,,,,,,,,,,,,,,,,Matches
165,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,32,1984,26.6,,,,,,,,,,,,,,,,,Matches
166,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,18,1997,1.6,,,,,,,,,,,,,,,,,Matches
167,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,22,1994,22.9,,,,,,,,,,,,,,,,,Matches
168,Leighton Baines,eng ENG,DF,Everton,eng Premier League,31,1984,31.3,,,,,,,,,,,,,,,,,Matches
169,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,25,1991,17.4,,,,,,,,,,,,,,,,,Matches
170,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,21,1994,24.7,,,,,,,,,,,,,,,,,Matches
171,Zakaria Bakkali,be BEL,"FW,MF",Valencia,es La Liga,20,1996,3.2,,,,,,,,,,,,,,,,,Matches
172,Keita Baldé,sn SEN,"FW,MF",Lazio,it Serie A,21,1995,21.4,,,,,,,,,,,,,,,,,Matches
173,Gareth Bale,wls WAL,"FW,MF",Real Madrid,es La Liga,27,1989,15.8,,,,,,,,,,,,,,,,,Matches
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,28,1988,31.6,,,,,,,,,,,,,,,,,Matches
175,Andrija Balić,hr CRO,MF,Udinese,it Serie A,18,1997,2.7,,,,,,,,,,,,,,,,,Matches
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,24,1992,25.9,,,,,,,,,,,,,,,,,Matches
177,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,36,1980,19.0,,,,,,,,,,,,,,,,,Matches
178,Norbert Balogh,hu HUN,FW,Palermo,it Serie A,20,1996,5.9,,,,,,,,,,,,,,,,,Matches
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,28,1988,11.4,,,,,,,,,,,,,,,,,Matches
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,25,1990,19.3,,,,,,,,,,,,,,,,,Matches
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,26,1990,6.6,,,,,,,,,,,,,,,,,Matches
182,Jonathan Bamba,ci CIV,"FW,MF",Angers,fr Ligue 1,20,1996,9.3,,,,,,,,,,,,,,,,,Matches
183,Patrick Bamford,eng ENG,"FW,MF",Middlesbrough,eng Premier League,22,1993,3.2,,,,,,,,,,,,,,,,,Matches
184,Patrick Bamford,eng ENG,"FW,MF",Burnley,eng Premier League,22,1993,0.4,,,,,,,,,,,,,,,,,Matches
185,Yacine Bammou,ma MAR,"FW,MF",Nantes,fr Ligue 1,24,1991,19.8,,,,,,,,,,,,,,,,,Matches
186,Éver Banega,ar ARG,MF,Inter,it Serie A,28,1988,17.3,,,,,,,,,,,,,,,,,Matches
187,Patrick Banggaard,dk DEN,DF,Darmstadt 98,de Bundesliga,22,1994,9.0,,,,,,,,,,,,,,,,,Matches
188,Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,23,1992,15.8,,,,,,,,,,,,,,,,,Matches
189,Federico Barba,it ITA,DF,Empoli,it Serie A,22,1993,9.0,,,,,,,,,,,,,,,,,Matches
190,Andrea Barberis,it ITA,MF,Crotone,it Serie A,22,1993,22.9,,,,,,,,,,,,,,,,,Matches
191,Gabriel Barbosa,br BRA,"FW,MF",Inter,it Serie A,19,1996,1.3,,,,,,,,,,,,,,,,,Matches
192,Phil Bardsley,sct SCO,DF,Stoke City,eng Premier League,31,1985,13.0,,,,,,,,,,,,,,,,,Matches
193,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,19,1997,21.2,,,,,,,,,,,,,,,,,Matches
194,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,27,1989,5.1,,,,,,,,,,,,,,,,,Matches
195,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,19,1997,0.2,,,,,,,,,,,,,,,,,Matches
196,Ross Barkley,eng ENG,MF,Everton,eng Premier League,22,1993,32.2,,,,,,,,,,,,,,,,,Matches
197,Aymen Barkok,ma MAR,MF,Eint Frankfurt,de Bundesliga,18,1998,7.3,,,,,,,,,,,,,,,,,Matches
198,Ashley Barnes,eng ENG,"FW,MF",Burnley,eng Premier League,26,1989,19.7,,,,,,,,,,,,,,,,,Matches
199,Antonio Barragán,es ESP,"DF,MF",Middlesbrough,eng Premier League,29,1987,24.4,,,,,,,,,,,,,,,,,Matches
200,David Barral,es ESP,FW,Granada,es La Liga,33,1983,3.5,,,,,,,,,,,,,,,,,Matches
201,Antonio Barreca,it ITA,"DF,MF",Torino,it Serie A,21,1995,26.2,,,,,,,,,,,,,,,,,Matches
202,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,32,1984,29.8,,,,,,,,,,,,,,,,,Matches
203,Diego Barrios,es ESP,GK,Leganés,es La Liga,22,1994,0.7,,,,,,,,,,,,,,,,,Matches
204,Modou Barrow,gm GAM,"FW,MF",Swansea City,eng Premier League,23,1992,12.7,,,,,,,,,,,,,,,,,Matches
205,Gareth Barry,eng ENG,MF,Everton,eng Premier League,35,1981,23.4,,,,,,,,,,,,,,,,,Matches
206,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,29,1987,24.7,,,,,,,,,,,,,,,,,Matches
207,Maxime Barthelmé,fr FRA,"FW,MF",Lorient,fr Ligue 1,27,1988,3.6,,,,,,,,,,,,,,,,,Matches
208,Joey Barton,eng ENG,MF,Burnley,eng Premier League,33,1982,12.3,,,,,,,,,,,,,,,,,Matches
209,Marc Bartra,es ESP,DF,Dortmund,de Bundesliga,25,1991,17.3,,,,,,,,,,,,,,,,,Matches
210,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,35,1981,17.0,,,,,,,,,,,,,,,,,Matches
211,Marko Baša,me MNE,DF,Lille,fr Ligue 1,33,1982,21.7,,,,,,,,,,,,,,,,,Matches
212,Daniele Baselli,it ITA,MF,Torino,it Serie A,24,1992,25.4,,,,,,,,,,,,,,,,,Matches
213,Nicolas Basin,fr FRA,DF,Metz,fr Ligue 1,18,1998,0.3,,,,,,,,,,,,,,,,,Matches
214,Amine Bassi,fr FRA,"FW,MF",Nancy,fr Ligue 1,18,1997,1.0,,,,,,,,,,,,,,,,,Matches
215,Dušan Basta,rs SRB,"DF,MF",Lazio,it Serie A,31,1984,23.6,,,,,,,,,,,,,,,,,Matches
216,Samuel Bastien,cd COD,MF,Chievo,it Serie A,19,1996,8.9,,,,,,,,,,,,,,,,,Matches
217,Borja Bastón,es ESP,FW,Swansea City,eng Premier League,23,1992,6.2,,,,,,,,,,,,,,,,,Matches
218,Alessandro Bastoni,it ITA,DF,Atalanta,it Serie A,17,1999,1.7,,,,,,,,,,,,,,,,,Matches
219,Bastos,ao ANG,DF,Lazio,it Serie A,25,1991,8.6,,,,,,,,,,,,,,,,,Matches
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,22,1993,2.8,,,,,,,,,,,,,,,,,Matches
221,Robert Bauer,de GER,"DF,MF",Werder Bremen,de Bundesliga,21,1995,23.6,,,,,,,,,,,,,,,,,Matches
222,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,26,1990,34.0,,,,,,,,,,,,,,,,,Matches
223,Julian Baumgartlinger,at AUT,"DF,MF",Leverkusen,de Bundesliga,28,1988,17.3,,,,,,,,,,,,,,,,,Matches
224,Éric Bauthéac,fr FRA,"FW,MF",Lille,fr Ligue 1,28,1987,8.1,,,,,,,,,,,,,,,,,Matches
225,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,21,1995,3.5,,,,,,,,,,,,,,,,,Matches
226,Paul Baysse,fr FRA,DF,Nice,fr Ligue 1,28,1988,20.6,,,,,,,,,,,,,,,,,Matches
227,Hervé Bazile,ht HAI,"FW,MF",Caen,fr Ligue 1,26,1990,8.1,,,,,,,,,,,,,,,,,Matches
228,Riechedly Bazoer,nl NED,"DF,MF",Wolfsburg,de Bundesliga,19,1996,10.8,,,,,,,,,,,,,,,,,Matches
229,Claudio Beauvue,gp GLP,"FW,MF",Celta Vigo,es La Liga,28,1988,7.3,,,,,,,,,,,,,,,,,Matches
230,Bebé,cv CPV,"FW,MF",Eibar,es La Liga,26,1990,7.6,,,,,,,,,,,,,,,,,Matches
231,Henri Bedimo,cm CMR,DF,Marseille,fr Ligue 1,32,1984,13.0,,,,,,,,,,,,,,,,,Matches
232,Andrea Beghetto,it ITA,"DF,MF",Genoa,it Serie A,21,1994,1.7,,,,,,,,,,,,,,,,,Matches
233,Asmir Begović,ba BIH,GK,Chelsea,eng Premier League,29,1987,2.0,,,,,,,,,,,,,,,,,Matches
234,Valon Behrami,ch SUI,"DF,MF",Watford,eng Premier League,31,1985,22.6,,,,,,,,,,,,,,,,,Matches
235,Jérémie Bela,ao ANG,"DF,FW",Dijon,fr Ligue 1,23,1993,4.2,,,,,,,,,,,,,,,,,Matches
236,Younès Belhanda,ma MAR,"FW,MF",Nice,fr Ligue 1,26,1990,28.2,,,,,,,,,,,,,,,,,Matches
237,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,24,1991,30.5,,,,,,,,,,,,,,,,,Matches
238,Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,26,1990,12.4,,,,,,,,,,,,,,,,,Matches
239,Héctor Bellerín,es ESP,"DF,MF",Arsenal,eng Premier League,21,1995,27.8,,,,,,,,,,,,,,,,,Matches
240,François Bellugou,fr FRA,"DF,MF",Lorient,fr Ligue 1,29,1987,15.8,,,,,,,,,,,,,,,,,Matches
241,Giuseppe Bellusci,it ITA,DF,Empoli,it Serie A,26,1989,33.0,,,,,,,,,,,,,,,,,Matches
242,Anthony Belmonte,fr FRA,MF,Dijon,fr Ligue 1,20,1995,2.9,,,,,,,,,,,,,,,,,Matches
243,Andrea Belotti,it ITA,FW,Torino,it Serie A,22,1993,34.1,,,,,,,,,,,,,,,,,Matches
244,Hatem Ben Arfa,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,29,1987,7.1,,,,,,,,,,,,,,,,,Matches
245,Issam Ben Khémis,tn TUN,MF,Lorient,fr Ligue 1,20,1996,0.3,,,,,,,,,,,,,,,,,Matches
246,Wissam Ben Yedder,fr FRA,"FW,MF",Sevilla,es La Liga,25,1990,18.5,,,,,,,,,,,,,,,,,Matches
247,Syam Ben Youssef,tn TUN,DF,Caen,fr Ligue 1,27,1989,14.4,,,,,,,,,,,,,,,,,Matches
248,Änis Ben-Hatira,tn TUN,MF,Darmstadt 98,de Bundesliga,28,1988,6.5,,,,,,,,,,,,,,,,,Matches
249,Diego Benaglio,ch SUI,GK,Wolfsburg,de Bundesliga,32,1983,14.0,,,,,,,,,,,,,,,,,Matches
250,Ahmad Benali,ly LBY,"FW,MF",Pescara,it Serie A,24,1992,27.7,,,,,,,,,,,,,,,,,Matches
251,Yohan Benalouane,tn TUN,DF,Leicester City,eng Premier League,29,1987,10.2,,,,,,,,,,,,,,,,,Matches
252,Marco Benassi,it ITA,MF,Torino,it Serie A,21,1994,22.7,,,,,,,,,,,,,,,,,Matches
253,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,29,1987,13.1,,,,,,,,,,,,,,,,,Matches
254,Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,27,1989,6.7,,,,,,,,,,,,,,,,,Matches
255,Sven Bender,de GER,"DF,MF",Dortmund,de Bundesliga,27,1989,3.0,,,,,,,,,,,,,,,,,Matches
256,László Bénes,sk SVK,MF,Gladbach,de Bundesliga,18,1997,3.2,,,,,,,,,,,,,,,,,Matches
257,Nicolas Benezet,fr FRA,"FW,MF",Guingamp,fr Ligue 1,25,1991,1.9,,,,,,,,,,,,,,,,,Matches
258,Pierre Bengtsson,se SWE,"DF,MF",Bastia,fr Ligue 1,28,1988,29.2,,,,,,,,,,,,,,,,,Matches
259,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,23,1993,2.4,,,,,,,,,,,,,,,,,Matches
260,Ramy Bensebaini,dz ALG,"DF,MF",Rennes,fr Ligue 1,21,1995,20.4,,,,,,,,,,,,,,,,,Matches
261,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,21,1994,28.3,,,,,,,,,,,,,,,,,Matches
262,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,25,1990,34.8,,,,,,,,,,,,,,,,,Matches
263,Jonathan Benteke,be BEL,FW,Crystal Palace,eng Premier League,21,1995,0.1,,,,,,,,,,,,,,,,,Matches
264,Accursio Bentivegna,it ITA,FW,Palermo,it Serie A,20,1996,1.0,,,,,,,,,,,,,,,,,Matches
265,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,28,1987,21.1,,,,,,,,,,,,,,,,,Matches
266,Yassine Benzia,dz ALG,"FW,MF",Lille,fr Ligue 1,21,1994,18.1,,,,,,,,,,,,,,,,,Matches
267,Saido Berahino,bi BDI,"FW,MF",Stoke City,eng Premier League,22,1993,8.0,,,,,,,,,,,,,,,,,Matches
268,Saido Berahino,bi BDI,"FW,MF",West Brom,eng Premier League,22,1993,2.7,,,,,,,,,,,,,,,,,Matches
269,Domenico Berardi,it ITA,"FW,MF",Sassuolo,it Serie A,21,1994,19.2,,,,,,,,,,,,,,,,,Matches
270,Yuri Berchiche,es ESP,DF,Real Sociedad,es La Liga,26,1990,34.3,,,,,,,,,,,,,,,,,Matches
271,Álex Berenguer,es ESP,"FW,MF",Osasuna,es La Liga,21,1995,23.6,,,,,,,,,,,,,,,,,Matches
272,Bartosz Bereszyński,pl POL,"DF,FW",Sampdoria,it Serie A,24,1992,11.7,,,,,,,,,,,,,,,,,Matches
273,Jóhann Berg Guðmundsson,is ISL,"FW,MF",Burnley,eng Premier League,25,1990,11.1,,,,,,,,,,,,,,,,,Matches
274,Álex Bergantiños,es ESP,MF,La Coruña,es La Liga,31,1985,6.1,,,,,,,,,,,,,,,,,Matches
275,Markel Bergara,es ESP,MF,Real Sociedad,es La Liga,30,1986,3.2,,,,,,,,,,,,,,,,,Matches
276,Franck Béria,fr FRA,DF,Lille,fr Ligue 1,33,1983,25.8,,,,,,,,,,,,,,,,,Matches
277,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,25,1991,16.0,,,,,,,,,,,,,,,,,Matches
278,Kévin Bérigaud,fr FRA,FW,Montpellier,fr Ligue 1,28,1988,6.9,,,,,,,,,,,,,,,,,Matches
279,Kévin Bérigaud,fr FRA,FW,Angers,fr Ligue 1,28,1988,5.2,,,,,,,,,,,,,,,,,Matches
280,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,27,1989,26.0,,,,,,,,,,,,,,,,,Matches
281,Quentin Bernard,fr FRA,DF,Dijon,fr Ligue 1,27,1989,6.2,,,,,,,,,,,,,,,,,Matches
282,Federico Bernardeschi,it ITA,"DF,FW",Fiorentina,it Serie A,22,1994,25.5,,,,,,,,,,,,,,,,,Matches
283,Bernardo,br BRA,DF,RB Leipzig,de Bundesliga,21,1995,21.0,,,,,,,,,,,,,,,,,Matches
284,Juan Bernat,es ESP,"DF,FW",Bayern Munich,de Bundesliga,23,1993,13.8,,,,,,,,,,,,,,,,,Matches
285,Andrea Bertolacci,it ITA,MF,Milan,it Serie A,25,1991,9.1,,,,,,,,,,,,,,,,,Matches
286,Ryan Bertrand,eng ENG,"DF,MF",Southampton,eng Premier League,26,1989,27.9,,,,,,,,,,,,,,,,,Matches
287,Vincent Bessat,fr FRA,"DF,MF",Caen,fr Ligue 1,30,1985,31.3,,,,,,,,,,,,,,,,,Matches
288,Max Besuschkow,de GER,MF,Eint Frankfurt,de Bundesliga,19,1997,1.0,,,,,,,,,,,,,,,,,Matches
289,Roman Bezjak,si SVN,FW,Darmstadt 98,de Bundesliga,27,1989,6.5,,,,,,,,,,,,,,,,,Matches
290,Jonathan Biabiany,fr FRA,"FW,MF",Inter,it Serie A,28,1988,0.0,,,,,,,,,,,,,,,,,Matches
291,Roberto Biancu,it ITA,MF,Cagliari,it Serie A,16,2000,0.1,,,,,,,,,,,,,,,,,Matches
292,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,26,1990,11.7,,,,,,,,,,,,,,,,,Matches
293,Thievy Bifouma,cg CGO,"FW,MF",Bastia,fr Ligue 1,24,1992,7.9,,,,,,,,,,,,,,,,,Matches
294,Pedro Bigas,es ESP,"DF,MF",Las Palmas,es La Liga,25,1990,29.4,,,,,,,,,,,,,,,,,Matches
295,Lucas Biglia,ar ARG,MF,Lazio,it Serie A,30,1986,25.2,,,,,,,,,,,,,,,,,Matches
296,Davide Biondini,it ITA,MF,Sassuolo,it Serie A,33,1983,9.5,,,,,,,,,,,,,,,,,Matches
297,Cristiano Biraghi,it ITA,"DF,MF",Pescara,it Serie A,23,1992,33.2,,,,,,,,,,,,,,,,,Matches
298,Mame Biram Diouf,sn SEN,"FW,MF",Stoke City,eng Premier League,28,1987,15.4,,,,,,,,,,,,,,,,,Matches
299,Davide Biraschi,it ITA,DF,Genoa,it Serie A,22,1994,4.4,,,,,,,,,,,,,,,,,Matches
300,Valter Birsa,si SVN,"FW,MF",Chievo,it Serie A,29,1986,30.7,,,,,,,,,,,,,,,,,Matches
301,Milan Biševac,rs SRB,DF,Metz,fr Ligue 1,32,1983,20.4,,,,,,,,,,,,,,,,,Matches
302,Yves Bissouma,ml MLI,MF,Lille,fr Ligue 1,19,1996,8.5,,,,,,,,,,,,,,,,,Matches
303,Luca Bittante,it ITA,"DF,MF",Cagliari,it Serie A,22,1993,3.5,,,,,,,,,,,,,,,,,Matches
304,Leonardo Bittencourt,de GER,"FW,MF",Köln,de Bundesliga,22,1993,10.8,,,,,,,,,,,,,,,,,Matches
305,Albano Bizzarri,ar ARG,GK,Pescara,it Serie A,38,1977,29.0,,,,,,,,,,,,,,,,,Matches
306,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,21,1995,11.0,,,,,,,,,,,,,,,,,Matches
307,Ludovic Blas,fr FRA,"FW,MF",Guingamp,fr Ligue 1,18,1997,12.9,,,,,,,,,,,,,,,,,Matches
308,Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,de Bundesliga,28,1988,18.5,,,,,,,,,,,,,,,,,Matches
309,Alexis Blin,fr FRA,MF,Toulouse,fr Ligue 1,19,1996,23.9,,,,,,,,,,,,,,,,,Matches
310,Daley Blind,nl NED,"DF,MF",Manchester Utd,eng Premier League,26,1990,20.3,,,,,,,,,,,,,,,,,Matches
311,Danny Blum,de GER,"FW,MF",Eint Frankfurt,de Bundesliga,25,1991,5.1,,,,,,,,,,,,,,,,,Matches
312,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,27,1988,9.2,,,,,,,,,,,,,,,,,Matches
313,Kevin-Prince Boateng,gh GHA,"FW,MF",Las Palmas,es La Liga,29,1987,22.0,,,,,,,,,,,,,,,,,Matches
314,Raúl Bobadilla,py PAR,FW,Augsburg,de Bundesliga,29,1987,11.6,,,,,,,,,,,,,,,,,Matches
315,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,21,1995,20.4,,,,,,,,,,,,,,,,,Matches
316,Mathieu Bodmer,fr FRA,"DF,MF",Nice,fr Ligue 1,33,1982,6.5,,,,,,,,,,,,,,,,,Matches
